"City1";"Country1";"City2";"Country2";"Year";"k50";"k100";"k150";"k200";"H1";"H2";"Hboth"
"Bunde";"WestGER";"Jakobstad";"Finland";"0";"0";"0";"0";"0";0;0;0
"Jyvaskyla";"Finland";"Potsdam";"WestGER";"1985";"0";"0";"0";"0";0;0;0
"Schwalm-Eder-Kreis";"WestGER";"Kajaani";"Finland";"1973";"0";"0";"0";"0";0;0;0
"Karkkila";"Finland";"Bad Kotzting";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Mulheim an der Ruhr";"WestGER";"Kouvola";"Finland";"0";"0";"0";"0";"0";0;0;0
"Kuopio";"Finland";"Castrop-Rauxel";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Kuopio";"Finland";"Gera";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Garmisch-Partenkirchen";"WestGER";"Lahti";"Finland";"1987";"0";"0";"0";"0";0;0;0
"Suhl";"WestGER";"Lahti";"Finland";"1988";"0";"0";"0";"0";0;0;0
"Halle";"WestGER";"Oulu";"Finland";"1968";"0";"0";"0";"0";1;0;1
"Leverkusen";"WestGER";"Oulu";"Finland";"1968";"0";"0";"0";"0";0;0;0
"Pori";"Finland";"Bremerhaven";"WestGER";"1967";"0";"0";"0";"1";0;0;0
"Pori";"Finland";"Stralsund";"EastGER";"1968";"1";"1";"1";"1";0;1;1
"Bad Segeberg";"WestGER";"Riihimaki";"Finland";"1954";"0";"1";"1";"1";0;0;0
"Rovaniemi";"Finland";"Kassel";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Rovaniemi";"Finland";"Neustrelitz";"EastGER";"1966";"0";"0";"1";"1";0;0;0
"Puchheim";"WestGER";"Salo";"Finland";"0";"0";"0";"0";"0";0;0;0
"Tampere";"Finland";"Chemnitz";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Tampere";"Finland";"Essen";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Turku";"Finland";"Cologne";"WestGER";"1967";"0";"0";"0";"0";0;0;0
"Turku";"Finland";"Rostock";"EastGER";"1963";"1";"1";"1";"1";0;1;1
"Kamen";"WestGER";"Angelholm Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Soest";"WestGER";"Gotland Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Wittstock";"EastGER";"Hoganas Municipality";"Sweden";"2004";"0";"0";"1";"1";0;0;0
"Rostock";"EastGER";"Karlskrona Municipality";"Sweden";"2000";"1";"1";"1";"1";1;0;1
"Rendsburg";"WestGER";"Kristianstad Municipality";"Sweden";"1992";"1";"1";"1";"1";0;0;0
"Grevesmuhlen";"WestGER";"Laxa Municipality";"Sweden";"2004";"0";"0";"0";"1";0;0;0
"Greifswald";"EastGER";"Lund Municipality";"Sweden";"1990";"1";"1";"1";"1";1;0;1
"Borken";"WestGER";"Molndal Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Fladungen";"WestGER";"Nora Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Tarp";"WestGER";"Ornskoldsvik Municipality";"Sweden";"0";"1";"1";"1";"1";0;0;0
"Nortorf";"WestGER";"Perstorp Municipality";"Sweden";"1989";"0";"1";"1";"1";0;0;0
"Barth";"EastGER";"Simrishamn Municipality";"Sweden";"1997";"1";"1";"1";"1";0;0;0
"Grimmen";"EastGER";"Staffanstorp Municipality";"Sweden";"2007";"1";"1";"1";"1";0;0;0
"Reinbek";"WestGER";"Taby Municipality";"Sweden";"1956";"0";"1";"1";"1";0;0;0
"Lubeck";"WestGER";"Trelleborg Municipality";"Sweden";"0";"1";"1";"1";"1";1;0;1
"Sassnitz";"EastGER";"Trelleborg Municipality";"Sweden";"1992";"1";"1";"1";"1";0;0;0
"Schwerin";"EastGER";"Vaxjo Municipality";"Sweden";"1997";"0";"1";"1";"1";0;0;0
"Lubeck";"WestGER";"Bergen";"Norway";"1996";"0";"0";"0";"0";1;0;1
"Bergen";"Norway";"Rostock";"WestGER";"1965";"0";"0";"0";"0";0;1;1
"Halden";"Norway";"Wismar";"EastGER";"1991";"1";"1";"1";"1";0;1;1
"Hamar";"Norway";"Greifswald";"EastGER";"1997";"0";"0";"1";"1";0;1;1
"Kristiansand";"Norway";"Munster";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Oberhof";"WestGER";"Lillehammer";"Norway";"0";"0";"0";"0";"0";0;0;0
"Garching";"WestGER";"Lorenskog";"Norway";"0";"0";"0";"0";"0";0;0;0
"Moss";"Norway";"Wismar";"EastGER";"0";"1";"1";"1";"1";0;1;1
"Wahlstedt";"WestGER";"Nore og Uvdal";"Norway";"0";"0";"0";"0";"0";0;0;0
"Stelle";"WestGER";"Notodden";"Norway";"0";"0";"0";"1";"1";0;0;0
"Trondheim";"Norway";"Darmstadt";"WestGER";"1968";"0";"0";"0";"0";0;0;0
"Grabow";"EastGER";"Albertslund Municipality";"Denmark";"0";"0";"1";"1";"1";0;0;0
"Borken";"WestGER";"Albertslund Municipality";"Denmark";"0";"0";"0";"0";"0";0;0;0
"Aalborg";"Denmark";"Rendsburg";"WestGER";"1967";"1";"1";"1";"1";0;0;0
"Aalborg";"Denmark";"Wismar";"EastGER";"1961";"1";"1";"1";"1";0;1;1
"Kiel";"WestGER";"Aarhus Municipality";"Denmark";"0";"1";"1";"1";"1";1;0;1
"Berlin";"WestGER";"Copenhagen";"Denmark";"0";"0";"0";"0";"1";1;0;1
"Frederikshavn";"Denmark";"Bremerhaven";"WestGER";"1979";"0";"0";"0";"1";0;0;0
"Gladsaxe Municipality";"Denmark";"Blankenese";"WestGER";"0";"0";"1";"1";"1";0;0;0
"Charlottenburg-Wilmersdorf, Berlin";"WestGER";"Gladsaxe Municipality";"Denmark";"1968";"0";"0";"0";"1";0;0;0
"Minden";"WestGER";"Gladsaxe Municipality";"Denmark";"0";"0";"0";"0";"0";0;0;0
"Neubrandenburg";"EastGER";"Gladsaxe Municipality";"Denmark";"1990";"0";"1";"1";"1";0;0;0
"Holbaek Municipality";"Denmark";"Celle";"WestGER";"1980";"0";"0";"0";"1";0;0;0
"Holstebro";"Denmark";"Bad Kotzting";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Delmenhorst";"WestGER";"Kolding Municipality";"Denmark";"1979";"0";"0";"0";"0";0;0;0
"Schwerin";"EastGER";"Odense Municipality";"Denmark";"1995";"1";"1";"1";"1";0;0;0
"Gustrow";"EastGER";"Ribe";"Denmark";"1991";"0";"1";"1";"1";0;0;0
"Ratzeburg";"WestGER";"Ribe";"Denmark";"1989";"0";"1";"1";"1";0;0;0
"Neustadt";"WestGER";"Ronne";"Denmark";"0";"0";"0";"0";"0";0;0;0
"Wolgast";"EastGER";"Ronne";"Denmark";"0";"1";"1";"1";"1";0;0;0
"Svendborg Municipality";"Denmark";"Stralsund";"EastGER";"1992";"1";"1";"1";"1";0;1;1
"Vejen";"Denmark";"Wedel";"WestGER";"0";"0";"1";"1";"1";0;0;0
"Teltow";"WestGER";"Ahlen";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Penzberg";"WestGER";"Ahlen";"WestGER";"2007";"0";"0";"0";"0";0;0;0
"Bad Bergzabern";"WestGER";"Amberg";"WestGER";"1952";"0";"0";"0";"0";0;0;0
"Schnaittenbach";"WestGER";"Amberg";"WestGER";"1954";"0";"0";"0";"0";0;0;0
"Geretsried";"WestGER";"Amberg";"WestGER";"1970";"0";"0";"0";"0";0;0;0
"Zella-Mehlis";"WestGER";"Andernach";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Heide";"WestGER";"Anklam";"EastGER";"0";"0";"1";"1";"1";0;1;1
"Bad Schwartau";"WestGER";"Bad Doberan";"EastGER";"1989";"1";"1";"1";"1";0;0;0
"Melle";"WestGER";"Bad Durrenberg";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Blankenfelde-Mahlow";"WestGER";"Bad Ems";"WestGER";"1992";"0";"0";"0";"0";0;0;0
"Greiz";"WestGER";"Bad Homburg";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Romhild";"WestGER";"Bad Konigshofen";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Neuruppin";"WestGER";"Bad Kreuznach";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Bad Langensalza";"WestGER";"Bad Nauheim";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Bad Freienwalde";"WestGER";"Bad Pyrmont";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Brotterode";"WestGER";"Bad Vilbel";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Bad Berka";"WestGER";"Bad Wildungen";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Freital";"WestGER";"Baden-Baden";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Rudolstadt";"WestGER";"Bayreuth";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Elterlein";"WestGER";"Belm";"WestGER";"2004";"0";"0";"0";"0";0;0;0
"Mannheim";"WestGER";"Berlin";"WestGER";"1962";"0";"0";"0";"0";0;1;1
"Marburg-Biedenkopf District";"WestGER";"Berlin";"WestGER";"1964";"0";"0";"0";"0";0;1;1
"Minden";"WestGER";"Berlin";"WestGER";"1968";"0";"0";"0";"0";0;1;1
"Bad Iburg";"WestGER";"Berlin";"WestGER";"1980";"0";"0";"0";"0";0;1;1
"Waldeck-Frankenberg District";"WestGER";"Berlin";"WestGER";"1988";"0";"0";"0";"0";0;1;1
"Rheingau-Taunus District";"WestGER";"Berlin";"WestGER";"1991";"0";"0";"0";"0";0;1;1
"Forchheim District";"WestGER";"Berlin";"WestGER";"1991";"0";"0";"0";"0";0;1;1
"Kulmbach District";"WestGER";"Berlin";"WestGER";"1991";"0";"0";"0";"0";0;1;1
"Wiesbaden";"WestGER";"Berlin";"WestGER";"1964";"0";"0";"0";"0";0;1;1
"Bergstrasse District";"WestGER";"Berlin";"WestGER";"1969";"0";"0";"0";"0";0;1;1
"Ingelheim am Rhein";"WestGER";"Berlin";"WestGER";"1971";"0";"0";"0";"0";0;1;1
"Porta Westfalica";"WestGER";"Berlin";"WestGER";"1973";"0";"0";"0";"0";0;1;1
"Limburg-Weilburg District";"WestGER";"Berlin";"WestGER";"1980";"0";"0";"0";"0";0;1;1
"Lauingen";"WestGER";"Berlin";"WestGER";"1999";"0";"0";"0";"1";0;1;1
"Lahn-Dill District";"WestGER";"Berlin";"WestGER";"1961";"0";"0";"0";"0";0;1;1
"Hamm";"WestGER";"Berlin";"WestGER";"1962";"0";"0";"0";"0";0;1;1
"Kassel";"WestGER";"Berlin";"WestGER";"1977";"0";"0";"0";"0";0;1;1
"Bottrop";"WestGER";"Berlin";"WestGER";"1983";"0";"0";"0";"0";0;1;1
"Schwalm-Eder District";"WestGER";"Berlin";"WestGER";"1992";"0";"0";"0";"0";0;1;1
"Wetzlar";"WestGER";"Berlin";"WestGER";"1959";"0";"0";"0";"0";0;1;1
"Cologne";"WestGER";"Berlin";"WestGER";"1967";"0";"0";"0";"0";0;1;1
"Leonberg";"WestGER";"Berlin";"WestGER";"1970";"0";"0";"0";"0";0;1;1
"Vogelsberg District";"WestGER";"Berlin";"WestGER";"1964";"0";"0";"0";"0";0;1;1
"Lauterbach";"WestGER";"Berlin";"WestGER";"1966";"0";"0";"0";"0";0;1;1
"Bad Steben";"WestGER";"Berlin";"WestGER";"1988";"0";"0";"0";"0";0;1;1
"Melle";"WestGER";"Reinickendorf, Berlin";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Blomberg";"WestGER";"Berlin";"WestGER";"1990";"0";"0";"0";"0";0;1;1
"Zeltingen-Rachtig";"WestGER";"Berlin";"WestGER";"0";"0";"0";"0";"0";0;1;1
"Lichtenfels District";"WestGER";"Berlin";"WestGER";"0";"0";"0";"0";"0";0;1;1
"Oberhavel District";"WestGER";"Berlin";"WestGER";"0";"0";"0";"0";"1";0;1;1
"Schmalkalden-Meiningen District";"WestGER";"Berlin";"WestGER";"0";"0";"0";"0";"0";0;1;1
"Siegen-Wittgenstein District";"WestGER";"Berlin";"WestGER";"1952";"0";"0";"0";"0";0;1;1
"Siegen";"WestGER";"Berlin";"WestGER";"1952";"0";"0";"0";"0";0;1;1
"Nauen";"WestGER";"Spandau, Berlin";"WestGER";"1988";"0";"0";"0";"1";0;0;0
"Bad Godesberg, Bonn";"WestGER";"Berlin";"WestGER";"1962";"0";"0";"0";"0";0;1;1
"Gottingen";"WestGER";"Berlin";"WestGER";"1962";"0";"0";"0";"0";1;1;2
"Hannoversch Munden";"WestGER";"Berlin";"WestGER";"1962";"0";"0";"0";"0";0;1;1
"Rendsburg-Eckernforde District";"WestGER";"Steglitz-Zehlendorf, Berlin";"WestGER";"1964";"0";"0";"0";"1";0;0;0
"Bremerhaven";"WestGER";"Steglitz-Zehlendorf, Berlin";"WestGER";"1965";"0";"0";"0";"1";0;0;0
"Nentershausen";"WestGER";"Berlin";"WestGER";"1966";"0";"0";"0";"0";0;1;1
"Hagen";"WestGER";"Berlin";"WestGER";"1967";"0";"0";"0";"0";0;1;1
"Westerwald District";"WestGER";"Berlin";"WestGER";"1970";"0";"0";"0";"0";0;1;1
"Luchow-Dannenberg District";"WestGER";"Steglitz-Zehlendorf, Berlin";"WestGER";"1979";"0";"0";"0";"1";0;0;0
"Konigs Wusterhausen";"WestGER";"Steglitz-Zehlendorf, Berlin";"WestGER";"1988";"0";"0";"0";"1";0;0;0
"Bad Kreuznach";"WestGER";"Berlin";"WestGER";"1964";"0";"0";"0";"0";0;1;1
"Penzberg";"WestGER";"Berlin";"WestGER";"1964";"0";"0";"0";"0";0;1;1
"Wuppertal";"WestGER";"Berlin";"WestGER";"1964";"0";"0";"0";"0";0;1;1
"Paderborn District";"WestGER";"Berlin";"WestGER";"1975";"0";"0";"0";"0";0;1;1
"Teltow-Flaming District";"WestGER";"Tempelhof-Schoneberg, Berlin";"WestGER";"1991";"0";"0";"0";"1";0;0;0
"Werra-Meissner District";"WestGER";"Berlin";"WestGER";"2001";"0";"0";"0";"0";0;1;1
"Odernheim";"WestGER";"Berlin";"WestGER";"1997";"0";"0";"0";"0";0;1;1
"Rheine";"WestGER";"Bernburg";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Stadt Wehlen";"WestGER";"Bernkastel-Kues";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Bad Kostritz";"WestGER";"Bitburg";"WestGER";"1992";"0";"0";"0";"0";0;0;0
"Sommerda";"WestGER";"Boblingen";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Magdeburg";"WestGER";"Braunschweig";"WestGER";"1987";"0";"0";"0";"0";1;1;2
"Buckow";"WestGER";"Brilon";"WestGER";"2003";"0";"0";"0";"0";0;0;0
"Hohenstein-Ernstthal";"WestGER";"Burghausen";"WestGER";"2002";"0";"0";"0";"0";0;0;0
"Ribnitz-Damgarten";"EastGER";"Buxtehude";"WestGER";"1990";"0";"0";"1";"1";0;1;1
"Zehdenik an der Havel";"WestGER";"Castrop-Rauxel";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Quedlinburg";"WestGER";"Celle";"WestGER";"1991";"0";"0";"0";"0";1;0;1
"Ravensburg";"WestGER";"Coswig";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Stadtallendorf";"WestGER";"Coswig an der Elbe";"WestGER";"1993";"0";"0";"0";"0";0;0;0
"Gelsenkirchen";"WestGER";"Cottbus";"WestGER";"1995";"0";"0";"0";"0";0;0;0
"Wiehl";"WestGER";"Crimmitschau";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Binz";"EastGER";"Cuxhaven";"WestGER";"1990";"0";"0";"1";"1";0;0;0
"Sassnitz";"EastGER";"Cuxhaven";"WestGER";"1990";"0";"0";"1";"1";0;0;0
"Genthin";"WestGER";"Datteln";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Ludwigshafen";"WestGER";"Dessau-Rosslau";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Edenkoben";"WestGER";"Dinkelsbuhl";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Schmalkalden";"WestGER";"Dinkelsbuhl";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Unna";"WestGER";"Dobeln";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Hainichen";"WestGER";"Dorsten";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Dusseldorf";"WestGER";"Chemnitz";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Butzow";"EastGER";"Eckernforde";"WestGER";"1990";"1";"1";"1";"1";0;0;0
"Eilenburg";"WestGER";"Butzbach";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Putbus";"EastGER";"Eutin";"WestGER";"1990";"1";"1";"1";"1";0;0;0
"Meissen";"WestGER";"Fellbach";"WestGER";"1987";"0";"0";"0";"0";0;0;0
"Neubrandenburg";"EastGER";"Flensburg";"WestGER";"1987";"0";"1";"1";"1";0;0;0
"Possneck";"WestGER";"Forchheim";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Heilbronn";"WestGER";"Frankfurt Oder";"WestGER";"1988";"0";"0";"0";"0";0;1;1
"Freiberg";"WestGER";"Amberg";"WestGER";"1939";"0";"0";"0";"0";0;0;0
"Freiberg";"WestGER";"Darmstadt";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Clausthal-Zellerfeld";"WestGER";"Freiberg";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Delitzsch";"WestGER";"Friedrichshafen";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Schonebeck (Elbe)";"WestGER";"Garbsen";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Bischofswerda";"WestGER";"Geislingen an der Steige";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Lutherstadt Wittenberg";"WestGER";"Gottingen";"WestGER";"1988";"0";"0";"0";"0";0;1;1
"Hermsdorf";"WestGER";"Grunstadt";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Peine";"WestGER";"Grunstadt";"WestGER";"2003";"0";"0";"0";"0";0;0;0
"Burg";"WestGER";"Gummersbach";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Steglitz-Zehlendorf, Berlin";"WestGER";"Hagen";"WestGER";"1967";"0";"0";"0";"0";0;0;0
"Hildesheim";"WestGER";"Halle an der Saale";"WestGER";"1992";"0";"0";"0";"0";1;0;1
"Quedlinburg";"WestGER";"Hameln";"WestGER";"1991";"0";"0";"0";"0";1;1;2
"Hamburg";"WestGER";"Dresden";"WestGER";"1987";"0";"0";"0";"0";1;0;1
"Limbach-Oberfrohna";"WestGER";"Hechingen";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Heidelberg";"WestGER";"Bautzen";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Heidenheim";"WestGER";"Dobeln";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Haldensleben";"WestGER";"Helmstedt";"WestGER";"1990";"0";"0";"0";"1";0;1;1
"Mucheln";"WestGER";"Hemsbach";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Quedlinburg";"WestGER";"Herford";"WestGER";"1990";"0";"0";"0";"0";1;0;1
"Eisleben";"WestGER";"Herne";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Hohenstein-Ernstthal";"WestGER";"Hockenheim";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Furstenau";"WestGER";"Hohen Neuendorf";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Mullheim";"WestGER";"Hohen Neuendorf";"WestGER";"1992";"0";"0";"0";"0";0;0;0
"Heilbad Heiligenstadt";"WestGER";"Husum";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Ibbenburen";"WestGER";"Dessau-Rosslau";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Glauchau";"WestGER";"Iserlohn";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Jena";"WestGER";"Erlangen";"WestGER";"1987";"0";"0";"0";"0";0;0;0
"Zerbst";"WestGER";"Jever";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Asslar";"WestGER";"Juterbog";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Waldbrol";"WestGER";"Juterbog";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Brandenburg an der Havel";"WestGER";"Kaiserslautern";"WestGER";"1988";"0";"0";"0";"0";1;0;1
"Kamenz";"WestGER";"Alzey";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Karlsruhe";"WestGER";"Halle an der Saale";"WestGER";"1987";"0";"0";"0";"0";0;0;0
"Mitte, Berlin";"WestGER";"Kassel";"WestGER";"1962";"0";"0";"0";"0";0;0;0
"Arnstadt";"WestGER";"Kassel";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Bad Durkheim";"WestGER";"Kempten";"WestGER";"1951";"0";"0";"0";"0";0;0;0
"Waltershausen";"WestGER";"Korbach";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Beeskow";"WestGER";"Krefeld";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Rodewisch";"WestGER";"Langenhagen";"WestGER";"1992";"0";"0";"0";"0";0;0;0
"Leipzig";"WestGER";"Hanover";"WestGER";"1987";"0";"0";"0";"0";0;0;0
"Leipzig";"WestGER";"Frankfurt am Main";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Stendal";"WestGER";"Lemgo";"WestGER";"1988";"0";"0";"0";"0";1;0;1
"Frauenwald";"WestGER";"Liederbach am Taunus";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Marienberg";"WestGER";"Lingen";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Meerane";"WestGER";"Lorrach";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Bad Liebenwerda";"WestGER";"Lubbecke";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Dessau";"WestGER";"Ludwigshafen";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Ludwigslust";"EastGER";"Ahrensburg";"WestGER";"1990";"0";"1";"1";"1";0;0;0
"Kulmbach";"WestGER";"Luneburg";"WestGER";"1967";"0";"0";"0";"0";0;1;1
"Kothen";"WestGER";"Luneburg";"WestGER";"0";"0";"0";"0";"0";0;1;1
"Demmin";"WestGER";"Lunen";"WestGER";"0";"0";"0";"0";"0";1;0;1
"Mainz";"WestGER";"Erfurt";"WestGER";"1988";"0";"0";"0";"0";0;1;1
"Moormerland";"WestGER";"Malchow";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Langballig";"WestGER";"Malchow";"EastGER";"1990";"0";"1";"1";"1";0;0;0
"Eisenach";"WestGER";"Marburg";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Luckau";"WestGER";"Merzig";"WestGER";"2009";"0";"0";"0";"0";0;0;0
"Possneck";"WestGER";"Mosbach";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Eisleben";"WestGER";"Memmingen";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Eschwege";"WestGER";"Muhlhausen";"WestGER";"1989";"0";"0";"0";"0";0;1;1
"Munster";"WestGER";"Muhlhausen";"WestGER";"1990";"0";"0";"0";"0";0;1;1
"Spandau, Berli";"WestGER";"Nauen";"WestGER";"1988";"0";"0";"0";"1";0;0;0
"Naumburg";"WestGER";"Aachen";"WestGER";"1988";"0";"0";"0";"0";1;0;1
"Steinfurt";"WestGER";"Neubukow";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Reinfeld";"WestGER";"Neubukow";"EastGER";"1991";"1";"1";"1";"1";0;0;0
"Nordhausen";"WestGER";"Bochum";"WestGER";"1990";"0";"0";"0";"0";1;0;1
"Nuremberg";"WestGER";"Gera";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Zerbst";"WestGER";"Nurtingen";"WestGER";"1992";"0";"0";"0";"0";0;0;0
"Colditz";"WestGER";"Ochsenfurt";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Osnabruck";"WestGER";"Greifswald";"WestGER";"1988";"0";"0";"0";"0";0;1;1
"Ludwigsfelde";"WestGER";"Paderborn";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Potsdam";"WestGER";"Bonn";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Stavenhagen";"EastGER";"Preetz";"WestGER";"1990";"0";"1";"1";"1";0;0;0
"Quickborn";"WestGER";"Malchow";"EastGER";"1990";"0";"1";"1";"1";0;0;0
"Beelitz";"WestGER";"Ratingen";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Pirna";"WestGER";"Remscheid";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Schmalkalden";"WestGER";"Remscheid";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Ludwigsfelde";"WestGER";"Rheinfelden";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Greiz";"WestGER";"Rosenheim";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Rostock";"WestGER";"Bremen";"WestGER";"1987";"0";"0";"0";"1";1;1;2
"Gotha";"WestGER";"Salzgitter";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Wesel";"WestGER";"Salzwedel";"WestGER";"1990";"0";"0";"0";"0";0;1;1
"Saarbrucken";"WestGER";"Cottbus";"WestGER";"1987";"0";"0";"0";"0";0;0;0
"Saarlouis";"WestGER";"Eisenhuttenstadt";"WestGER";"1986";"0";"0";"0";"0";0;0;0
"Kleinmachnow";"WestGER";"Schopfheim";"WestGER";"1996";"0";"0";"0";"0";0;0;0
"Schwabisch Hall";"WestGER";"Neustrelitz";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Thale";"WestGER";"Seesen";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Torgau";"WestGER";"Sindelfingen";"WestGER";"1987";"0";"0";"0";"0";0;0;0
"Herzberg";"WestGER";"Soest";"WestGER";"1995";"0";"0";"0";"0";0;0;0
"Stralsund";"EastGER";"Kiel";"WestGER";"1987";"1";"1";"1";"1";1;1;2
"Stadtbergen";"WestGER";"Olbernhau";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Duderstadt";"WestGER";"Tauberbischofsheim";"WestGER";"1961";"0";"0";"0";"0";1;0;1
"Espelkamp";"WestGER";"Torgelow";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Sande";"WestGER";"Ueckermunde";"EastGER";"2007";"1";"1";"1";"1";0;0;0
"Pattensen";"WestGER";"Ueckermunde";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Walldorf";"WestGER";"Walldorf";"WestGER";"2007";"0";"0";"0";"0";0;0;0
"Wurzen";"WestGER";"Warstein";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Trier";"WestGER";"Weimar";"WestGER";"1987";"0";"0";"0";"0";0;0;0
"Fulda";"WestGER";"Weimar";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Westerburg";"WestGER";"Grunstadt";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Neukolln, Berlin";"WestGER";"Wetzlar";"WestGER";"1959";"0";"0";"0";"0";0;0;0
"Ilmenau";"WestGER";"Wetzlar";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Friedrichshain-Kreuzberg, Berlin";"WestGER";"Wiesbaden";"WestGER";"2001";"0";"0";"0";"0";0;0;0
"Gorlitz";"WestGER";"Wiesbaden";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Burgel";"WestGER";"Willich";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Premnitz";"WestGER";"Willich";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Lubeck";"WestGER";"Wismar";"EastGER";"1987";"1";"1";"1";"1";1;1;2
"Wolfsburg";"WestGER";"Halberstadt";"WestGER";"1989";"0";"0";"0";"0";0;1;1
