"City1";"Country1";"City2";"Country2";"Year";"k50";"k100";"k150";"k200";"H1";"H2";"Hboth"
"Wolgast";"EastGER";"Wedel";"WestGER";"1990";"0";"1";"1";"1";0;0;0
"Worms";"WestGER";"Bautzen";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Tempelhof-Schoneberg, Berlin";"WestGER";"Wuppertal";"WestGER";"1964";"0";"0";"0";"0";0;0;0
"Schwerin";"WestGER";"Wuppertal";"WestGER";"1987";"0";"0";"0";"0";0;0;0
"Suhl";"WestGER";"Wurzburg";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Villingen-Schwenningen";"WestGER";"Zittau";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Zwickau";"WestGER";"Dortmund";"WestGER";"1988";"0";"0";"0";"0";0;0;0
"Lilienthal";"WestGER";"Bielsko-Biala";"Poland";"0";"0";"0";"0";"0";0;0;0
"Barsinghausen";"WestGER";"Brzeg Dolny";"Poland";"0";"0";"0";"0";"0";0;0;0
"Altotting";"WestGER";"Czestochowa";"Poland";"0";"0";"0";"0";"0";0;0;0
"Pforzheim";"WestGER";"Czestochowa";"Poland";"0";"0";"0";"0";"0";0;0;0
"Lunen";"WestGER";"Kalisz";"Poland";"0";"0";"0";"0";"0";0;0;0
"Torgelow";"WestGER";"Kalisz";"Poland";"0";"0";"0";"0";"0";0;0;0
"Grimmen";"WestGER";"Kalisz";"Poland";"0";"0";"0";"0";"0";0;0;0
"Bad Oldesloe";"WestGER";"Kolobrzeg";"Poland";"1996";"0";"1";"1";"1";0;1;1
"Barth";"EastGER";"Kolobrzeg";"Poland";"2000";"1";"1";"1";"1";0;1;1
"Pankow, Berlin";"WestGER";"Kolobrzeg";"Poland";"1994";"0";"0";"0";"1";0;1;1
"Neubrandenburg";"EastGER";"Koszalin";"Poland";"1987";"0";"1";"1";"1";0;1;1
"Neumunster";"WestGER";"Koszalin";"Poland";"1990";"1";"1";"1";"1";0;1;1
"Tempelhof-Schoneberg, Berlin";"WestGER";"Koszalin";"Poland";"1995";"0";"0";"0";"1";0;1;1
"Schwedt";"EastGER";"Koszalin";"Poland";"2004";"0";"1";"1";"1";0;1;1
"Delmenhorst";"WestGER";"Lublin";"Poland";"1992";"0";"0";"0";"0";0;0;0
"Bad Freienwalde";"WestGER";"Miedzyrzecz";"Poland";"2001";"0";"0";"0";"1";0;0;0
"Charlottenburg-Wilmersdorf, Berlin";"WestGER";"Miedzyrzecz";"Poland";"1993";"0";"0";"0";"1";0;0;0
"Haren";"WestGER";"Miedzyrzecz";"Poland";"0";"0";"0";"0";"0";0;0;0
"Enzkreis";"WestGER";"Myslowice";"Poland";"0";"0";"0";"0";"0";0;0;0
"Gelsenkirchen";"WestGER";"Olsztyn";"Poland";"0";"0";"0";"0";"0";0;0;0
"Offenburg";"WestGER";"Olsztyn";"Poland";"0";"0";"0";"0";"0";0;0;0
"Esslingen";"WestGER";"Piotrkow Trybunalski";"Poland";"0";"0";"0";"0";"0";0;0;0
"Pasewalk";"EastGER";"Police";"Poland";"1999";"1";"1";"1";"1";0;0;0
"Berlin";"WestGER";"Poznan";"Poland";"0";"0";"0";"0";"0";1;0;1
"Bielefeld";"WestGER";"Rzeszow";"Poland";"0";"0";"0";"0";"0";0;0;0
"Bedburg-Hau";"WestGER";"Rybnik";"Poland";"0";"0";"0";"0";"0";0;0;0
"Eurasburg";"WestGER";"Rybnik";"Poland";"2001";"0";"0";"0";"0";0;0;0
"Kothen";"WestGER";"Siemianowice Slaskie";"Poland";"0";"0";"0";"0";"0";0;0;0
"Witten";"WestGER";"Tczew";"Poland";"0";"0";"0";"0";"0";0;0;0
"Werder (Havel)";"WestGER";"Tczew";"Poland";"0";"0";"0";"0";"0";0;0;0
"Gladbeck";"WestGER";"Wodzislaw Slaski";"Poland";"1990";"0";"0";"0";"0";0;0;0
"Mettmann";"WestGER";"Znin";"Poland";"1997";"0";"0";"0";"0";0;0;0
"Wendelstein, Bavaria";"WestGER";"Zukowo";"Poland";"0";"0";"0";"0";"0";0;0;0
"Leipzig";"WestGER";"Klaipeda";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Lubeck";"WestGER";"Klaipeda";"Lithuania";"1990";"1";"1";"1";"1";1;0;1
"Rugen";"EastGER";"Klaipeda";"Lithuania";"1993";"1";"1";"1";"1";0;0;0
"Teterow";"EastGER";"Siauliai";"Lithuania";"1999";"0";"0";"1";"1";0;0;0
"Emmerich";"WestGER";"Silute";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Barsbuttel";"WestGER";"Keila";"Estonia";"1993";"0";"1";"1";"1";0;0;0
"Schwerin";"EastGER";"Tallinn";"Estonia";"1993";"1";"1";"1";"1";0;1;1
"Barleben";"WestGER";"Viimsi Parish";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Butzow";"EastGER";"Sillamae";"Estonia";"0";"1";"1";"1";"1";0;0;0
"Annaberg-Buchholz";"WestGER";"Paide";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Schonberg";"WestGER";"Haljala Parish";"Estonia";"1992";"1";"1";"1";"1";0;0;0
"Lutjenburg";"WestGER";"Rakvere";"Estonia";"1999";"1";"1";"1";"1";0;0;0
"Lubz";"WestGER";"Valga";"Estonia";"1995";"0";"0";"0";"1";0;0;0
"Bad Segeberg";"WestGER";"Voru";"Estonia";"1991";"0";"0";"0";"1";0;0;0
"Slupsk";"Poland";"Arkhangelsk";"Russia";"0";"0";"0";"0";"0";1;0;1
"Gorowo Ilaweckie";"Poland";"Bagrationovsk";"Russia";"0";"1";"1";"1";"1";0;0;0
"Pabianice";"Poland";"Balakovo";"Russia";"0";"0";"0";"0";"0";0;0;0
"Nysa";"Poland";"Baltiysk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Opole";"Poland";"Belgorod";"Russia";"0";"0";"0";"0";"0";0;0;0
"Konin";"Poland";"Bryansk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Grudziadz";"Poland";"Chernyakhovsk";"Russia";"1995";"0";"1";"1";"1";0;0;0
"Wegorzewo";"Poland";"Chernyakhovsk";"Russia";"1992";"0";"1";"1";"1";0;0;0
"Warsaw";"Poland";"Grozny";"Russia";"0";"0";"0";"0";"0";0;0;0
"Lukow";"Poland";"Grozny";"Russia";"0";"0";"0";"0";"0";0;0;0
"Pabianice";"Poland";"Gusev";"Russia";"0";"0";"0";"0";"0";0;0;0
"Kamienna Gora";"Poland";"Ivangorod";"Russia";"0";"0";"0";"0";"0";0;0;0
"Bedzin";"Poland";"Izhevsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Zabrze";"Poland";"Kaliningrad";"Russia";"1998";"0";"0";"0";"0";0;1;1
"Siedlce";"Poland";"Kirov";"Russia";"0";"0";"0";"0";"0";0;0;0
"Wagrowiec";"Poland";"Krasnogorsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Pila";"Poland";"Kronstadt";"Russia";"0";"0";"0";"1";"1";0;0;0
"Krakow";"Poland";"Moscow";"Russia";"0";"0";"0";"0";"0";1;0;1
"Ujazd";"Poland";"Mozhaysk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Szczecin";"Poland";"Murmansk";"Russia";"0";"0";"0";"0";"0";1;0;1
"Plock";"Poland";"Mytishchi";"Russia";"0";"0";"0";"0";"0";0;0;0
"Ostroda";"Poland";"Neman";"Russia";"0";"0";"1";"1";"1";0;0;0
"Legnica";"Poland";"Orenburg";"Russia";"0";"0";"0";"0";"0";0;0;0
"Radom";"Poland";"Ozyory";"Russia";"0";"0";"0";"0";"0";0;0;0
"Sopot";"Poland";"Petergof";"Russia";"0";"1";"1";"1";"1";0;0;0
"Warminsko-mazurskie";"Poland";"Podolsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Ostrow Mazowiecka";"Poland";"Ryazan";"Russia";"0";"0";"0";"0";"0";0;0;0
"Gniezno";"Poland";"Sergiyev Posad";"Russia";"0";"0";"0";"0";"0";0;0;0
"Warsaw";"Poland";"Sochi";"Russia";"1997";"0";"0";"0";"0";0;0;0
"Belchatow";"Poland";"Sovetsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Lidzbark";"Poland";"Sovetsk";"Russia";"0";"0";"0";"1";"1";0;0;0
"Lublin";"Poland";"Tver";"Russia";"0";"0";"0";"0";"0";0;0;0
"Jelenia Gora";"Poland";"Vladimir";"Russia";"0";"0";"0";"0";"0";0;0;0
"Jyvaskyla";"Finland";"Poznan";"Poland";"1974";"0";"0";"0";"0";0;0;0
"Karkkila";"Finland";"Chojna";"Poland";"2004";"0";"1";"1";"1";0;0;0
"Opole";"Poland";"Kuopio";"Finland";"0";"0";"0";"0";"0";0;0;0
"Puck";"Poland";"Naantali";"Finland";"0";"1";"1";"1";"1";0;0;0
"Pori";"Finland";"Kolobrzeg";"Poland";"1975";"1";"1";"1";"1";0;1;1
"Rovaniemi";"Finland";"Olsztyn";"Poland";"1976";"0";"0";"1";"1";0;0;0
"Tampere";"Finland";"Lodz";"Poland";"1996";"0";"0";"0";"0";0;0;0
"Turku";"Finland";"Gdansk";"Poland";"1958";"1";"1";"1";"1";0;1;1
"Kamien Pomorski";"Poland";"Bromolla Municipality";"Sweden";"0";"1";"1";"1";"1";1;0;1
"Gniezno";"Poland";"Falkenberg Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Cracov";"Poland";"Gothenburg Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Darlowo";"Poland";"Hassleholm Municipality";"Sweden";"1996";"0";"1";"1";"1";1;0;1
"Pyrzyce";"Poland";"Horby Municipality";"Sweden";"1992";"0";"1";"1";"1";0;0;0
"Rumia";"Poland";"Hultsfred Municipality";"Sweden";"0";"0";"1";"1";"1";0;0;0
"Gdansk";"Poland";"Kalmar Municipality";"Sweden";"1991";"1";"1";"1";"1";1;1;2
"Brodnica";"Poland";"Kristinehamn Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Zabrze";"Poland";"Lund Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Szczecin";"Poland";"Malmo Municipality";"Sweden";"1999";"1";"1";"1";"1";1;0;1
"Bytow";"Poland";"Markaryd Municipality";"Sweden";"0";"0";"1";"1";"1";0;0;0
"Gliwice";"Poland";"Nacka Municipality";"Sweden";"1991";"0";"0";"0";"0";0;0;0
"Trzebiatow";"Poland";"Sjobo Municipality";"Sweden";"1991";"0";"1";"1";"1";1;0;1
"Wolin";"Poland";"Staffanstorp Municipality";"Sweden";"2004";"1";"1";"1";"1";1;0;1
"Malbork";"Poland";"Solvesborg Municipality";"Sweden";"1999";"1";"1";"1";"1";0;0;0
"Mikolajki";"Poland";"Ulricehamn Municipality";"Sweden";"0";"0";"0";"1";"1";0;0;0
"Pobiedziska";"Poland";"Vaxjo Municipality";"Sweden";"0";"0";"0";"0";"0";0;0;0
"Swinoujscie";"Poland";"Ystad Municipality";"Sweden";"1990";"1";"1";"1";"1";0;0;0
"Kristiansand";"Norway";"Gdynia";"Poland";"1991";"1";"1";"1";"1";0;0;0
"Malbork";"Poland";"Larvik";"Norway";"0";"1";"1";"1";"1";0;0;0
"Nowy Sacz";"Poland";"Narvik";"Norway";"0";"0";"0";"0";"0";0;0;0
"Oslo";"Norway";"Warsaw";"Poland";"0";"0";"0";"0";"0";0;0;0
"Choczewo";"Poland";"Somna";"Norway";"0";"0";"0";"0";"0";0;0;0
"Gladsaxe Municipality";"Denmark";"Koszalin";"Poland";"1990";"1";"1";"1";"1";0;1;1
"Helsingor Municipality";"Denmark";"Gdansk";"Poland";"1992";"1";"1";"1";"1";0;1;1
"Holstebro";"Denmark";"Chojna";"Poland";"2004";"0";"1";"1";"1";0;0;0
"Katowice";"Poland";"Odense Municipality";"Denmark";"0";"0";"0";"0";"0";0;0;0
"Odense Municipality";"Denmark";"Torun";"Poland";"0";"0";"0";"1";"1";0;1;1
"Jelenia Gora";"Poland";"Randers Municipality";"Denmark";"0";"0";"0";"0";"0";0;0;0
"Darlowo";"Poland";"Ronne";"Denmark";"0";"1";"1";"1";"1";1;0;1
"Wladyslawowo";"Poland";"Ronne";"Denmark";"0";"1";"1";"1";"1";0;0;0
"Stezyca";"Poland";"Svendborg Municipality";"Denmark";"0";"0";"0";"0";"0";0;0;0
"Koscian";"Poland";"Alzey";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Bystrzyca Klodzka";"Poland";"Amberg";"WestGER";"2001";"0";"0";"0";"0";0;0;0
"Ustka";"Poland";"Anklam";"EastGER";"1995";"1";"1";"1";"1";0;1;1
"Olesno";"Poland";"Arnsberg";"WestGER";"1992";"0";"0";"0";"0";0;0;0
"Ciechocinek";"Poland";"Bad Durrenberg";"WestGER";"1996";"0";"0";"0";"0";0;0;0
"Bad Kotzting";"WestGER";"Chojna";"Poland";"2004";"0";"0";"0";"0";0;0;0
"Inowroclaw";"Poland";"Bad Oeynhausen";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Popielow, Opole Voivodeship";"Poland";"Bad Wurzach";"WestGER";"2000";"0";"0";"0";"0";0;0;0
"Jelenia Gora";"Poland";"Bautzen";"WestGER";"1993";"0";"0";"0";"0";0;0;0
"Kolno";"Poland";"Belm";"WestGER";"2006";"0";"0";"0";"0";0;0;0
"Bensheim";"WestGER";"Klodzko";"Poland";"1996";"0";"0";"0";"0";0;0;0
"Pszczyna";"Poland";"Bergisch Gladbach";"WestGER";"1993";"0";"0";"0";"0";0;0;0
"Berlin";"WestGER";"Warsaw";"Poland";"1991";"0";"0";"0";"0";1;0;1
"Miedzyrzecz";"Poland";"Berlin";"WestGER";"1993";"0";"0";"0";"1";0;1;1
"Szczecin";"Poland";"Friedrichshain-Kreuzberg, Berlin";"WestGER";"1996";"0";"0";"0";"1";1;0;1
"Bialoleka, Warsaw";"Poland";"Lichtenberg, Berlin";"WestGER";"2000";"0";"0";"0";"0";0;0;0
"Hajnowka County";"Poland";"Lichtenberg, Berlin";"WestGER";"2001";"0";"0";"0";"0";0;0;0
"Tychy";"Poland";"Marzahn-Hellersdorf, Berlin";"WestGER";"1992";"0";"0";"0";"0";0;0;0
"Kolobrzeg";"Poland";"Berlin";"WestGER";"1994";"0";"0";"0";"1";1;1;2
"Wroclaw";"Poland";"Berlin";"WestGER";"0";"0";"0";"0";"0";1;1;2
"Templewo";"Poland";"Berlin";"WestGER";"0";"0";"0";"0";"1";0;1;1
"Sulecin";"Poland";"Berlin";"WestGER";"0";"0";"0";"0";"1";0;1;1
"Kazimierz Dolny";"Poland";"Steglitz-Zehlendorf, Berlin";"WestGER";"1993";"0";"0";"0";"0";0;0;0
"Koszalin";"Poland";"Berlin";"WestGER";"1995";"0";"0";"0";"1";1;1;2
"Mokotow, Warsaw";"Poland";"Treptow-Kopenick, Berlin";"WestGER";"1993";"0";"0";"0";"0";0;0;0
"Tarnowskie Gory";"Poland";"Bernburg";"WestGER";"1968";"0";"0";"0";"0";0;0;0
"Otmuchow";"Poland";"Bernkastel-Kues";"WestGER";"1993";"0";"0";"0";"0";0;0;0
"Swidnica";"Poland";"Biberach an der Riss";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Kamienna Gora";"Poland";"Bitterfeld";"WestGER";"2006";"0";"0";"0";"0";0;0;0
"Opole";"Poland";"Bonn";"WestGER";"1997";"0";"0";"0";"0";0;0;0
"Biskupiec";"Poland";"Bramsche";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Bremen";"WestGER";"Gdansk";"Poland";"1976";"0";"0";"0";"1";1;1;2
"Szczecin";"Poland";"Bremerhaven";"WestGER";"1990";"0";"0";"0";"1";1;0;1
"Nowa Ruda";"Poland";"Castrop-Rauxel";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Kwidzyn";"Poland";"Celle";"WestGER";"1990";"0";"0";"0";"1";0;0;0
"Chemnitz";"WestGER";"Lodz";"Poland";"1981";"0";"0";"0";"0";0;0;0
"Cologne";"WestGER";"Katowice";"Poland";"1991";"0";"0";"0";"0";0;0;0
"Cottbus";"WestGER";"Zielona Gora";"Poland";"1975";"0";"0";"0";"0";0;0;0
"Bilgoraj";"Poland";"Crailsheim";"WestGER";"2000";"0";"0";"0";"0";0;0;0
"Pila";"Poland";"Cuxhaven";"WestGER";"1996";"0";"0";"1";"1";0;0;0
"Darmstadt";"WestGER";"Plock";"Poland";"1988";"0";"0";"0";"0";0;0;0
"Gliwice";"Poland";"Dessau-Rosslau";"WestGER";"1992";"0";"0";"0";"0";0;0;0
"Dorsten";"WestGER";"Rybnik";"Poland";"1994";"0";"0";"0";"0";0;0;0
"Dresden";"WestGER";"Wroclaw";"Poland";"1963";"0";"0";"0";"0";0;1;1
"Dusseldorf";"WestGER";"Warsaw";"Poland";"1989";"0";"0";"0";"0";0;0;0
"Brzeg";"Poland";"Eckernforde";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Rawicz";"Poland";"Eilenburg";"WestGER";"2001";"0";"0";"0";"0";0;0;0
"Erfurt";"WestGER";"Kalisz";"Poland";"1982";"0";"0";"0";"0";1;0;1
"Piotrkow Trybunalski";"Poland";"Esslingen am Neckar";"WestGER";"1992";"0";"0";"0";"0";0;0;0
"Slupsk";"Poland";"Flensburg";"WestGER";"1988";"1";"1";"1";"1";1;0;1
"Gorzow Wielkopolski";"Poland";"Frankfurt Oder";"EastGER";"1975";"0";"0";"1";"1";0;1;1
"Slubice";"Poland";"Frankfurt Oder";"EastGER";"1975";"0";"0";"1";"1";0;1;1
"Walbrzych";"Poland";"Freiberg";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Sieradz";"Poland";"Gaggenau";"WestGER";"2000";"0";"0";"0";"0";0;0;0
"Wrzesnia";"Poland";"Garbsen";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Skierniewice";"Poland";"Gera";"WestGER";"1965";"0";"0";"0";"0";0;0;0
"Brzeg";"Poland";"Goslar";"WestGER";"2000";"0";"0";"0";"0";0;1;1
"Gottingen";"WestGER";"Torun";"Poland";"1978";"0";"0";"0";"0";1;1;2
"Szamotuly";"Poland";"Gross-Gerau";"WestGER";"2000";"0";"0";"0";"0";0;0;0
"Mragowo";"Poland";"Grunberg";"WestGER";"1993";"0";"0";"0";"0";0;0;0
"Grudziadz";"Poland";"Gutersloh";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Kalwaria Zebrzydowska";"Poland";"Hameln";"WestGER";"2001";"0";"0";"0";"0";0;1;1
"Hanover";"WestGER";"Poznan";"Poland";"1979";"0";"0";"0";"0";0;0;0
"Slubice";"Poland";"Heilbronn";"WestGER";"1998";"0";"0";"0";"0";0;0;0
"Gorzow Wielkopolski";"Poland";"Herford";"WestGER";"1990";"0";"0";"0";"0";0;0;0
"Konin";"Poland";"Herne";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Janow Podlaski";"Poland";"Hohen Neuendorf";"WestGER";"1995";"0";"0";"0";"0";0;0;0
"Trzcianka";"Poland";"Husum";"WestGER";"1961";"0";"0";"0";"1";0;0;0
"Jastrzebie Zdroj";"Poland";"Ibbenburen";"WestGER";"2007";"0";"0";"0";"0";0;0;0
"Opole";"Poland";"Ingolstadt";"WestGER";"2005";"0";"0";"0";"0";0;0;0
"Chorzow";"Poland";"Iserlohn";"WestGER";"1995";"0";"0";"0";"0";0;0;0
"Andrychow";"Poland";"Isny";"WestGER";"1998";"0";"0";"0";"0";0;0;0
"Karpacz";"Poland";"Kamenz";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Kiel";"WestGER";"Gdynia";"Poland";"1985";"1";"1";"1";"1";1;0;1
"Trzebnica";"Poland";"Kitzingen";"WestGER";"2009";"0";"0";"0";"0";0;0;0
"Pyrzyce";"Poland";"Korbach";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Glogow";"Poland";"Langenhagen";"WestGER";"1993";"0";"0";"0";"0";0;0;0
"Leer";"WestGER";"Elblag";"Poland";"1992";"0";"0";"0";"0";0;1;1
"Leipzig";"WestGER";"Krakow";"Poland";"1995";"0";"0";"0";"0";0;1;1
"Pietrowice Wielkie";"Poland";"Liederbach am Taunus";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Bielawa";"Poland";"Lingen";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Zdzieszowice";"Poland";"Ludwigsfelde";"WestGER";"1998";"0";"0";"0";"0";0;0;0
"Kamien Pomorski";"Poland";"Lunen";"WestGER";"0";"0";"0";"0";"0";1;0;1
"Gniewino";"Poland";"Malchow";"EastGER";"0";"0";"1";"1";"1";0;0;0
"Bydgoszcz";"Poland";"Mannheim";"WestGER";"1991";"0";"0";"0";"0";0;0;0
"Ostroleka";"Poland";"Meppen";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Opole";"Poland";"Mulheim";"WestGER";"1989";"0";"0";"0";"0";0;0;0
"Braniewo";"Poland";"Munster";"WestGER";"1954";"0";"0";"0";"0";1;0;1
"Munster";"WestGER";"Lublin";"Poland";"1991";"0";"0";"0";"0";0;0;0
"Szczecinek";"Poland";"Neustrelitz";"EastGER";"1987";"0";"0";"1";"1";0;0;0
"Ostrow Wielkopolski";"Poland";"Nordhausen";"WestGER";"1995";"0";"0";"0";"0";0;1;1
"Nuremberg";"WestGER";"Krakow";"Poland";"1979";"0";"0";"0";"0";0;1;1
"Ochsenfurt";"WestGER";"Ropczyce";"Poland";"0";"0";"0";"0";"0";0;0;0
"Paderborn";"WestGER";"Przemysl";"Poland";"1993";"0";"0";"0";"0";0;0;0
"Opole";"Poland";"Potsdam";"WestGER";"1973";"0";"0";"0";"0";0;0;0
"Slawno";"Poland";"Rinteln";"WestGER";"0";"0";"0";"0";"0";1;0;1
"Glubczyce";"Poland";"Rockenhausen";"WestGER";"2003";"0";"0";"0";"0";0;0;0
"Szczecin";"Poland";"Rostock";"EastGER";"1957";"1";"1";"1";"1";1;1;2
"Schwabisch Hall";"WestGER";"Zamosc";"Poland";"1989";"0";"0";"0";"0";0;0;0
"Chelm";"Poland";"Sindelfingen";"WestGER";"2001";"0";"0";"0";"0";0;0;0
"Soest";"WestGER";"Strzelce Opolskie";"Poland";"0";"0";"0";"0";"0";0;0;0
"Goldap";"Poland";"Stade";"WestGER";"1998";"0";"0";"1";"1";0;1;1
"Stargard Szczecinski";"Poland";"Stralsund";"EastGER";"1987";"0";"1";"1";"1";1;1;2
"Stuttgart";"WestGER";"Lodz";"Poland";"1988";"0";"0";"0";"0";0;0;0
"Polanica Zdroj";"Poland";"Telgte";"WestGER";"1995";"0";"0";"0";"0";0;0;0
"Kamien Pomorski";"Poland";"Torgelow";"EastGER";"0";"1";"1";"1";"1";1;0;1
"Ueckermunde";"EastGER";"Nowe Warpno";"Poland";"1993";"1";"1";"1";"1";0;0;0
"Verden";"WestGER";"Gorowo Ilaweckie";"Poland";"1996";"0";"0";"0";"1";0;0;0
"Verden";"WestGER";"Zielona Gora";"Poland";"1993";"0";"0";"0";"0";0;0;0
"Olesnica";"Poland";"Warendorf";"WestGER";"2002";"0";"0";"0";"0";0;0;0
"Zamosc";"Poland";"Weimar";"WestGER";"2012";"0";"0";"0";"0";0;0;0
"Nowa Wies Wielka";"Poland";"Westerburg";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Zlotoryja";"Poland";"Westerburg";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Wiesbaden";"WestGER";"Wroclaw";"Poland";"1987";"0";"0";"0";"0";0;1;1
"Bydgoszcz";"Poland";"Wilhelmshaven";"WestGER";"2006";"0";"0";"0";"0";0;0;0
"Izbica";"Poland";"Winterlingen";"WestGER";"2008";"0";"0";"0";"0";0;0;0
"Wolfsburg";"WestGER";"Bielsko-Biala";"Poland";"1998";"0";"0";"0";"0";0;0;0
"Karlino";"Poland";"Wolgast";"EastGER";"2006";"1";"1";"1";"1";0;0;0
"Legnica";"Poland";"Wuppertal";"WestGER";"1993";"0";"0";"0";"0";0;0;0
"Bogatynia";"Poland";"Zittau";"WestGER";"0";"0";"0";"0";"0";0;0;0
"Czestochowa";"Poland";"Bialystok";"Poland";"0";"0";"0";"0";"0";0;0;0
"Ustka";"Poland";"Bielsko-Biala";"Poland";"0";"0";"0";"0";"0";0;0;0
"Nowy Sacz";"Poland";"Elblag";"Poland";"0";"0";"0";"0";"0";0;1;1
"Sokola Gora";"Poland";"Myslowice";"Poland";"0";"0";"0";"0";"0";0;0;0
"Bielsko-Biala";"Poland";"Olsztyn";"Poland";"0";"0";"0";"0";"0";0;0;0
"Kalisz";"Poland";"Ostrow Wielkopolski";"Poland";"0";"0";"0";"0";"0";0;0;0
"Dzierzoniow";"Poland";"Serock";"Poland";"0";"0";"0";"0";"0";0;0;0
"Nowy Sacz";"Poland";"Tarnow";"Poland";"0";"0";"0";"0";"0";0;0;0
"Debno";"Poland";"Tczew";"Poland";"2000";"0";"1";"1";"1";0;0;0
"Choszczno";"Poland";"Alytus";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Gizycko";"Poland";"Alytus";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Opole";"Poland";"Alytus";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Ostroleka";"Poland";"Alytus";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Suwalki";"Poland";"Alytus";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Kedzierzyn-Kozle";"Poland";"Jonava";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Lomza";"Poland";"Kaunas";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Mysliborz";"Poland";"Kaunas";"Lithuania";"0";"0";"0";"0";"0";0;0;0
"Szczecin";"Poland";"Klaipeda";"Lithuania";"2002";"1";"1";"1";"1";1;0;1
"Ostroda";"Poland";"Silute";"Lithuania";"2001";"0";"1";"1";"1";0;0;0
"Nowa Sarzyna";"Poland";"Olaine";"Latvia";"0";"0";"0";"0";"0";0;0;0
"Bialogard";"Poland";"Maardu";"Estonia";"2004";"1";"1";"1";"1";1;0;1
"Gdynia";"Poland";"Tallinn";"Estonia";"0";"1";"1";"1";"1";0;1;1
"Lomza";"Poland";"Tallinn";"Estonia";"0";"0";"0";"0";"0";0;1;1
"Sulejowek";"Poland";"Viimsi Parish";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Olecko";"Poland";"Johvi";"Estonia";"2006";"0";"0";"0";"1";0;0;0
"Vyskov";"Poland";"Kohtla-Jarve";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Gdynia";"Poland";"Kunda";"Estonia";"2001";"1";"1";"1";"1";0;0;0
"Lukow";"Poland";"Torva";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Kobylnica";"Poland";"Valga";"Estonia";"2001";"0";"0";"0";"0";0;0;0
"Koscielisko";"Poland";"Valga";"Estonia";"2004";"0";"0";"0";"0";0;0;0
"Suwalki";"Poland";"Voru";"Estonia";"0";"0";"0";"0";"0";0;0;0
"Naujoji Akmene";"Lithuania";"Bryansk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Marijampole";"Lithuania";"Chernyakhovsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Plunge";"Lithuania";"Krasnogorsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Jurbarkas";"Lithuania";"Neman";"Russia";"2004";"0";"0";"0";"1";0;0;0
"Visaginas";"Lithuania";"Obninsk";"Russia";"0";"0";"0";"0";"0";0;0;0
"Pagegiai";"Lithuania";"Sovetsk";"Russia";"2001";"0";"1";"1";"1";0;0;0
"Silale";"Lithuania";"Sovetsk";"Russia";"2004";"0";"1";"1";"1";0;0;0
"Taurage";"Lithuania";"Sovetsk";"Russia";"0";"0";"0";"1";"1";0;0;0
"Joensuu";"Finland";"Vilnius";"Lithuania";"0";"0";"0";"0";"0";0;0;0
